"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 12 12:14:08 CLT 2022","Fri Aug 12 12:14:59 CLT 2022","51140","","Deel Homepage ","","Deel Homepage ","Create a contract as Fixed Rate","Create a contract as Fixed Rate",""
